ori_read = 17, n = 312072, length_s = '111111111111111110', value_s = '001100001100001001', len(length_s) = 18, len(value_s) = 18
ori_read = 1012412, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012420, n = 14, length_s = '110', value_s = '111', len(length_s) = 3, len(value_s) = 3
ori_read = 1012432, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012440, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012448, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012456, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012464, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012472, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012480, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012488, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012496, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012504, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012512, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012520, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012528, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012536, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012544, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012552, n = 66, length_s = '111110', value_s = '000011', len(length_s) = 6, len(value_s) = 6
ori_read = 1012570, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012578, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012586, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012594, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012602, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012610, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012618, n = 102, length_s = '111110', value_s = '100111', len(length_s) = 6, len(value_s) = 6
ori_read = 1012636, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012644, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012652, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012660, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012668, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012676, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012684, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012692, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012700, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012708, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012716, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012724, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012732, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012740, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012748, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012756, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012764, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012772, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012780, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012788, n = 78, length_s = '111110', value_s = '001111', len(length_s) = 6, len(value_s) = 6
ori_read = 1012806, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012814, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012822, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012830, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012838, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012846, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012854, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012862, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012870, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012878, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012886, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012894, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012902, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012910, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012918, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012926, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012934, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012942, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012950, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012958, n = 70, length_s = '111110', value_s = '000111', len(length_s) = 6, len(value_s) = 6
ori_read = 1012976, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012984, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1012992, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013000, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013008, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013016, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013024, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013032, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013040, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013048, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013056, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013064, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013072, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013080, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013088, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013096, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013104, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013112, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013120, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013128, n = 58, length_s = '11110', value_s = '11011', len(length_s) = 5, len(value_s) = 5
ori_read = 1013144, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013152, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013160, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013168, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013176, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013184, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013192, n = 62, length_s = '11110', value_s = '11111', len(length_s) = 5, len(value_s) = 5
ori_read = 1013208, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013216, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013224, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013232, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013240, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013248, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013256, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013264, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013272, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013280, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013288, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013296, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013304, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013312, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013320, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013328, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013336, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013344, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013352, n = 70, length_s = '111110', value_s = '000111', len(length_s) = 6, len(value_s) = 6
ori_read = 1013370, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013378, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013386, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013394, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013402, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013410, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013418, n = 74, length_s = '111110', value_s = '001011', len(length_s) = 6, len(value_s) = 6
ori_read = 1013436, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013444, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013452, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013460, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013468, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013476, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013484, n = 206, length_s = '1111110', value_s = '1001111', len(length_s) = 7, len(value_s) = 7
ori_read = 1013504, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013512, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013520, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013528, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013536, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013544, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013552, n = 14, length_s = '110', value_s = '111', len(length_s) = 3, len(value_s) = 3
ori_read = 1013564, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013572, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013580, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013588, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013596, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013604, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013612, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013620, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013628, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013636, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013644, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013652, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013660, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013668, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013676, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1013684, n = 749, length_s = '111111110', value_s = '011101110', len(length_s) = 9, len(value_s) = 9
ori_read = 1013710, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013720, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013730, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013740, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013750, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013760, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013770, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013780, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013790, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013800, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013810, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013820, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013830, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013840, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013850, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013860, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013870, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013880, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013890, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013900, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013910, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013920, n = 69, length_s = '111110', value_s = '000110', len(length_s) = 6, len(value_s) = 6
ori_read = 1013940, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013950, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013960, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013970, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013980, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1013990, n = 1, length_s = '0', value_s = '0', len(length_s) = 1, len(value_s) = 1
ori_read = 1014000, n = 245, length_s = '1111110', value_s = '1110110', len(length_s) = 7, len(value_s) = 7
ori_read = 1014020, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014028, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014036, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014044, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014052, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014060, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014068, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014076, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014084, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
ori_read = 1014092, n = 2, length_s = '0', value_s = '1', len(length_s) = 1, len(value_s) = 1
